view_id;user_id;course_id;view_date;duration_seconds;from_landing_page;session_id
3155;168;486;2022-08-26 09:12:46;4904;True;aa789a85-b319-4547-a571-79f447ada322
3156;684;161;2022-08-25 19:17:00;6190;True;0acbea47-9b97-42cf-abcd-dff2f76ac44f
3157;222;662;2022-12-27 07:32:39;2414;False;1f22cab3-586f-4bfa-a5cc-e31a729813d8
3158;912;824;2023-04-15 21:42:24;134;True;ca31b02b-daee-4742-9450-3823d68ba094
3159;194;864;2023-03-29 15:39:00;1497;True;47effe78-2d4a-46fc-8603-bbc3ddb129ce
3160;369;209;2022-11-12 13:09:29;7040;True;4dcb76a7-9e83-4b7e-a03d-3db842e8aef7
3161;395;92;2023-03-24 18:11:19;1428;False;f270ac31-19f1-494b-b1bc-7bb4ccc0591b
3162;809;271;2024-01-18 10:53:51;5237;True;fc50d513-dfdd-4491-815b-b96c5ab78794
3163;697;598;2023-06-27 04:42:07;4127;False;36fb6e3d-f051-4a93-8ae4-fd0f8f242f86
3164;177;494;2022-09-03 15:40:46;2373;False;7cb331f5-500a-479c-8d6c-5af1f718a066
3165;70;367;2022-11-03 16:16:41;4870;True;6010933f-6943-4ae3-9e76-491deff41eb2
3166;449;320;2022-11-21 16:15:57;2937;True;55f0ecd9-4b91-4d1e-b26d-e209537cfa6d
3167;919;404;2023-05-21 07:20:27;7054;True;87dbc983-3991-410e-810b-295b414f643e
3168;815;700;2023-03-30 20:45:57;5203;True;d318efcb-efae-4fc1-b5b3-c25be1ece6c1
3169;543;748;2023-08-19 19:58:27;6653;False;bf1fd50d-7651-4c89-9609-14dc452bac5b
3170;840;178;2023-12-30 02:25:30;6042;True;fcb7e4a2-6875-459b-98f0-ad1e94d7d17f
3171;831;729;2022-07-12 00:09:43;6801;False;527d7f55-be72-4624-be27-aeaf79510e44
3172;894;704;2022-08-23 03:51:47;5136;True;4be5777b-9129-41fd-acb1-450f34c0847e
3173;614;667;2022-12-16 23:36:27;3240;True;0ca60c17-137e-4fc1-9158-c551950dd353
3174;959;150;2023-03-05 11:04:41;2946;True;6f1bd26b-d8d6-40aa-9540-3740518060d4
3175;347;579;2023-11-11 19:34:07;3084;True;d7e299a0-d94a-49cc-93b4-84951dcfff53
3176;564;659;2022-06-28 17:06:11;5234;True;1166f04a-832e-40e5-855b-1ba0cfc0737a
3177;556;735;2022-06-28 01:16:28;3162;True;1370fc8e-2058-438b-a308-d2b6b11cca78
3178;366;227;2022-08-01 02:43:11;2736;False;a4461400-2805-4e4e-a69b-5b18fb322560
3179;515;686;2023-10-16 23:14:29;2246;False;cebc2cb0-73e8-449a-baf3-0f1d3b7b05da
3180;481;234;2023-07-03 15:20:27;4962;True;8a91b841-1aa6-48ce-a5a4-083ec9e090be
3181;358;290;2023-04-09 05:34:26;6667;False;4af8bf7f-31ff-4a56-a3d0-30542785eb68
3182;192;62;2023-11-15 05:53:07;4496;False;5e77e966-7cf1-4791-93fb-c383b898de60
3183;387;208;2023-06-17 00:35:11;3241;False;3c97d6d0-25f0-4afe-9729-cc4f57fead11
3184;570;683;2022-11-04 10:54:33;1166;True;d2cc34ea-c829-4a4d-bd31-b7837479596b
3185;880;819;2023-08-28 12:51:29;1324;False;3a17a953-6d2d-4fae-b835-fa848b023c68
3186;593;309;2023-11-06 06:43:10;4914;True;db3323e4-2db4-41de-9bf0-a8316bd15f4d
3187;598;545;2023-11-22 05:51:10;4104;True;cd091bb0-c49f-425c-82f7-c516947e429c
3188;819;872;2022-11-20 22:15:29;6660;False;0df1ec7e-0faa-4c27-8db2-9e4d8b88968a
3189;959;601;2023-04-18 21:03:06;3828;True;00bb4f44-fea0-4332-b33e-471b04025548
3190;927;3;2023-01-09 21:00:57;4599;True;1f120c4b-3cc6-4549-a9ad-5751ff2deec3
3191;263;293;2023-06-06 09:05:05;1534;True;ab54ef86-8f4e-4a2f-812e-9dd796e27339
3192;240;430;2023-12-02 15:20:35;3863;False;77fea9dd-13c0-4408-9763-73d1534e176c
3193;574;263;2022-07-14 16:47:34;1760;False;8013eae8-a8e8-435f-82c2-1784e0d37142
3194;151;750;2023-05-20 09:40:41;3567;True;11b5b267-a336-4e13-99f4-8143e96f6ab4
3195;634;442;2023-11-04 22:38:58;1101;True;2564fa54-14c8-4d83-932c-35affa48b870
3196;84;785;2022-09-27 11:55:56;733;False;319a987a-32c5-4c5a-9593-d30ff6031791
3197;27;462;2023-07-31 21:58:10;1508;False;90bcd51e-4325-4333-9b44-ef130369d482
3198;951;389;2023-06-22 05:09:36;718;False;29e356f8-518a-4110-b2e5-7bc08f7df94d
3199;717;860;2023-01-17 01:23:15;5280;False;0c0d7864-5667-479f-bd6a-ec7997c71eb8
3200;51;126;2023-05-08 15:55:57;2921;False;93e07566-24c2-4e36-ab15-cb6c10d42eff
3201;508;72;2023-07-24 00:58:50;6520;True;d8002727-a98c-45e8-9c85-75588c5e67d5
3202;539;430;2023-12-19 07:11:58;6393;True;caa85bd2-df7b-4ed5-9c29-df24e9ae9b8b
3203;946;707;2023-05-06 04:38:23;5102;True;42ccb30d-7725-48bc-a5ef-31c3ec580920
3204;864;61;2022-07-25 13:50:25;3441;True;2d066ab6-3857-4101-b416-dc7c817a38a9
3205;777;792;2023-06-05 10:21:04;3476;True;4a64c5e1-4cdb-4630-87a3-b679a083ef51
3206;357;479;2022-10-07 07:22:41;5057;False;369e4e74-c370-4658-8f9e-85df606f065b
3207;979;81;2022-11-30 16:04:31;1533;True;e090a109-79aa-44a2-9c5b-b87a39d26f87
3208;229;506;2022-08-01 04:18:43;3103;False;cea100d0-fb7f-4e85-be5e-22bafd1385a2
3209;879;321;2022-07-29 18:56:08;5558;True;4601ea85-73f5-4560-9737-e7b2ac0de50d
3210;10;680;2023-10-04 14:37:10;3929;True;f090cfa6-93dc-4f99-9de4-b8c2ddee55d6
3211;56;648;2022-11-18 09:57:39;4585;True;c1a91f1e-1d4c-41f7-8351-deaec407980d
3212;598;85;2023-10-07 10:53:15;2066;False;c38d2332-ecaf-422d-883d-11707ebd3286
3213;105;531;2022-10-24 06:00:50;2970;True;58bd5953-7398-4eaf-a936-397f23769c9b
3214;290;427;2023-01-29 17:17:45;2238;True;2912bc85-02d3-4665-b6f0-256d7f66cfe4
3215;54;120;2023-05-27 19:19:47;634;True;1807126c-e89f-48b7-b3e7-e5175cb09fe9
3216;176;538;2022-12-03 14:08:49;2119;True;563dc248-e96c-4435-aa4a-b72d4d3b8a85
3217;345;284;2023-10-25 15:52:16;6357;True;a069d68f-1eb0-43f7-a7ee-ba9b819b7db7
3218;443;677;2022-06-09 07:22:38;480;False;7e65c32d-f8e7-4315-a8e8-2a9feae4aefd
3219;640;43;2023-05-22 17:00:24;4477;False;955d6716-42c5-4790-839b-e49d8de09ba4
3220;499;519;2023-02-13 13:40:06;2149;False;c03f73ec-487d-4bd0-947d-c22a6b7adf44
3221;180;637;2023-09-17 22:35:22;5445;False;f7613d2d-71c9-4974-bd97-3516a3743c30
3222;842;485;2023-07-13 03:44:46;2707;True;f71b8023-9af2-4061-a8bf-103b31739669
3223;355;442;2022-12-26 04:50:07;7191;True;57ec1e1d-16e7-410c-bcfd-060981fd2b6f
3224;320;513;2023-12-25 08:51:58;1593;True;533045ca-5010-48c5-8b19-7d8064a26b0c
3225;164;60;2022-07-08 05:51:25;7039;True;b4a182cb-3171-4ff7-aaa6-455f0f7919c8
3226;473;492;2023-06-19 07:15:09;5939;False;e402377b-5c56-495f-9625-1c77b6e4fe07
3227;590;844;2022-09-22 20:52:35;2910;False;7691ff36-eec2-4b30-8d87-1cb2804d1839
3228;555;450;2023-04-11 11:43:03;627;False;1da40f5a-9006-420f-b867-66e6562753eb
3229;867;213;2023-08-28 10:09:16;4009;False;5d5ce37b-3e52-4788-98ad-4399e649d24e
3230;553;646;2023-08-28 00:21:55;2752;False;76b4ac06-c286-4e7d-9474-c9c6a486a3a0
3231;102;802;2023-12-26 09:11:22;138;True;ca23b612-8c59-49c3-8dbe-cd6dd1205e30
3232;480;355;2024-01-14 07:06:21;6263;False;2d78440c-5718-44ac-95bd-d1e420486a4d
3233;93;685;2023-05-21 11:22:07;5475;False;930154e2-5ce2-431d-8954-b151c208f10b
3234;166;393;2022-12-04 17:38:02;2776;False;60d7d9f2-197b-481b-9674-6d52966915b7
3235;963;835;2022-11-25 00:53:56;3026;False;cc8fada3-4978-4e24-a76e-72218751670d
3236;226;841;2023-03-03 21:29:20;1074;False;db59c2be-4ece-440e-a031-09560f8654f6
3237;212;271;2023-06-13 00:10:41;1414;False;8eb92146-573b-4d2f-b0f1-2db488a6e15c
3238;883;99;2023-12-11 17:30:42;248;True;0c631376-251a-4229-a0aa-6f269d88a750
3239;529;850;2022-06-05 08:32:43;3831;True;714df8a5-ca1e-44e9-b8d8-fcc655fdf90e
3240;785;722;2023-06-11 10:38:01;1380;False;ae25d193-1d9a-4c25-bfeb-b794c7f3460c
3241;633;875;2023-01-14 10:14:13;1885;False;2650af7b-f6cb-4492-81eb-96c5e027f924
3242;840;241;2023-08-18 12:29:02;1150;True;48c09ec0-1be6-4fc1-bbd5-53db6f3bff36
3243;425;146;2023-05-23 06:32:05;369;False;bd52eb23-d0cf-4366-9dbe-5d76c3c61059
3244;737;74;2023-06-05 07:56:13;4615;True;f4b53395-0272-4c9a-9b2c-aab1a2ad0b9f
3245;497;203;2022-06-05 23:33:31;4933;False;7e93b4b6-c495-4c5e-8a2c-c6cb69bcfcc0
3246;873;219;2022-07-16 17:03:49;3021;True;03d5d7d7-fa19-445b-9f9e-82be5dcb1c77
3247;355;753;2023-12-09 14:44:29;629;True;88a3f159-e597-4739-b37c-70faf9545901
3248;496;846;2023-07-30 02:02:39;4960;True;d9dc0ca7-a50c-4996-9ffa-737036294cc3
3249;261;597;2023-08-25 01:14:33;2213;True;ec8c13c2-6980-40b3-a157-712cd536e2a9
3250;102;735;2023-04-02 23:22:11;2521;False;bcb80918-990b-48a2-8eae-2635e8a372f2
3251;581;607;2023-07-16 05:32:17;7194;False;b78e169c-b917-4d44-8ea1-49408dd746fb
3252;197;82;2023-03-06 20:25:16;5410;False;89cb0a7e-96c7-44c1-bda5-0cd94aeb5c61
3253;138;6;2023-06-09 12:03:55;4371;False;ae7f395d-7249-4536-962e-8de44022fa98
3254;362;87;2023-07-31 17:51:58;1759;True;f9f46eef-af0d-434d-948e-35a166cfff02
3255;92;377;2023-10-31 17:52:36;3477;False;89c69791-42fb-4bf2-ba08-5ae8bd1d4d64
3256;164;799;2022-07-21 09:00:30;3763;True;aa5301ec-1f0a-46e7-91dc-5156bc27699f
3257;759;25;2023-01-10 21:12:11;919;True;d682dd52-f2e7-4fa2-8e87-458edd8652f4
3258;494;356;2022-10-28 00:41:28;1515;False;748b7678-82b7-422d-84e4-001119bb3982
3259;305;373;2022-09-17 21:39:41;3636;False;d077cb06-7072-4c00-bc3d-9d1ed0f8329b
3260;431;383;2022-08-10 10:29:38;2096;False;7518fd11-f7f6-4929-96c2-67e435d2357b
3261;729;790;2024-01-29 05:20:45;3141;True;c28155e0-72ff-44f1-a739-7e5fc4166039
3262;613;31;2022-12-08 18:41:20;1017;False;8963760a-83c7-4564-8436-add296e81e10
3263;292;888;2022-07-24 23:01:35;1033;True;bd1ddc70-4e94-4532-8122-fed0b9af437d
3264;530;70;2023-04-13 21:02:42;4675;True;e7780fe7-5390-476e-9b46-a6e8f5d4bd25
3265;726;163;2023-11-18 05:13:35;6801;False;9926d329-b257-47f9-b634-eeb94099a30f
3266;260;519;2023-07-25 14:33:05;3578;True;9a96f979-591f-46d6-a89f-bcbaf0f1c13a
3267;331;388;2023-11-15 11:18:22;4019;False;ca243112-6d1c-428f-a346-e4f0ab8eb119
3268;78;56;2022-07-27 09:42:14;3417;True;5c58c8ad-f5c6-4bb5-baa9-23572f2e0e13
3269;229;767;2023-05-21 09:58:17;5718;False;ee4584c8-fc16-42ac-bff2-6660c5bdcbe6
3270;576;384;2023-08-31 16:26:49;2134;True;c5c92431-00ab-4000-93b8-39705dccf243
3271;579;548;2022-12-09 23:06:47;5596;False;252e2e86-4cd4-4ddd-ac9a-8649b62454c0
3272;403;876;2022-08-17 09:50:54;2572;False;b6e63450-194c-44b7-93d7-3b58ac65debf
3273;40;693;2024-01-31 12:14:15;4524;False;63b3214a-30a7-4231-98ec-2b55e7f1d1e9
3274;545;379;2022-09-26 13:15:50;505;False;403b937f-b3ce-4e5a-a086-ad8edea8d1bb
3275;743;582;2024-01-16 21:51:31;3051;False;e5c13297-3c4a-42ca-949a-95d9f2909e74
3276;288;154;2023-07-04 07:56:49;2888;False;bea0e462-cbce-4daa-8fce-0c80a71a252b
3277;792;395;2023-07-17 05:53:09;132;True;0a94ec58-2fb3-4805-9b83-4a4a2fb76275
3278;931;323;2024-01-02 04:21:15;1451;True;4d6a1c0d-85f8-46cd-86a6-2f8c037b3029
3279;620;562;2023-12-23 08:49:36;2470;True;8da8d3d1-ddab-407c-8975-a1432561ff22
3280;924;13;2023-06-17 08:39:33;1862;True;25dd29cf-f80c-483b-97eb-13bb7f3cc1b0
3281;945;745;2022-07-05 18:45:35;6102;True;17839885-0de7-4053-b89b-6023bef1b2eb
3282;369;166;2023-05-01 10:44:19;1789;False;321a9248-fe53-4994-b3e8-f63dad1a5677
3283;183;784;2023-09-02 03:09:46;5346;True;d50e8cd2-4482-4b04-94bf-d04fc4b342c4
3284;807;628;2022-11-27 01:58:25;92;True;48f73a88-744f-4505-86f8-b1a00a0e0c78
3285;133;360;2023-01-06 15:42:33;6090;True;00148b79-12fd-4d7e-88ba-8e6c4b1c48f3
3286;668;507;2022-10-27 20:50:13;5992;False;622ed552-450a-4175-9970-e70573fac005
3287;266;395;2022-12-16 20:05:08;3841;False;17110025-5246-4a08-aecc-b1b0e65772e4
3288;938;808;2022-11-27 06:48:27;2425;False;b53e0c4a-b765-4e92-9472-e610e83245d8
3289;237;169;2023-07-12 11:34:47;6728;True;37814f64-94f8-43b7-ab58-7fd14731eab7
3290;419;554;2023-12-22 17:10:31;5430;True;418d4d10-0e4e-4d4e-b165-bcb905cdc4ec
3291;76;230;2024-02-02 12:25:22;6660;False;b215ed10-1378-49c6-8107-3fcf449c0a2b
3292;23;233;2023-04-08 03:58:33;6823;False;fad33517-ddab-4e2a-bea0-3c77a228463c
3293;517;174;2023-09-17 16:47:00;1732;True;217e86b8-f379-441c-9a19-751a21e8aa30
3294;918;799;2022-08-22 04:58:43;3551;False;6acfe20b-dc54-4118-a62b-9c3ee6f43055
3295;359;732;2023-08-11 01:49:42;6373;False;4c4c6dfb-261b-40c2-bf2c-5b3f39965791
3296;211;792;2023-06-17 05:51:00;4308;False;3e1c994f-af82-4ac5-afac-50c0bf87bc63
3297;334;363;2024-02-01 02:59:26;5391;False;f57bb8fd-8dc0-4a87-81fb-22f9147a9b74
3298;881;858;2022-07-01 09:19:09;2855;True;b9a52327-318e-4124-9abc-10ba1c67c5c3
3299;964;239;2023-05-27 07:30:27;1305;True;8bee284f-824e-46f9-9e12-d93ad312bbec
3300;696;175;2023-09-02 11:06:31;5610;False;179132a2-66fe-4fa5-a621-9100e4ebf4bd
3301;967;310;2022-10-15 21:15:53;2752;False;7a7590d7-513f-46db-b58e-2c02c67b593e
3302;437;662;2023-05-21 15:35:17;4987;False;c5a500f3-7ab2-4879-a805-c66136029853
3303;958;756;2022-11-04 05:01:55;2334;True;2e6d4186-5b08-4d92-b20b-76560e8c4f93
3304;531;313;2023-02-25 09:40:37;178;False;73b76a21-72d5-4d36-8747-59b784086242
3305;225;10;2022-08-17 18:32:27;6276;True;8b261330-4ce8-4a5f-a9d6-d0f0de020877
3306;868;726;2023-06-19 00:59:52;1557;False;4a49cee9-61c6-45e0-8f58-6eab0486c58d
3307;697;805;2022-06-21 08:30:25;5130;True;f4b62cca-254f-45cf-a78f-9a1864dce4af
3308;204;609;2023-08-03 23:12:09;852;True;29d950bc-60f1-4c69-937c-ae2e35e45f25
3309;68;444;2023-04-13 16:53:02;1959;True;9c39dc4a-80e4-4013-8eea-132ab7c0be42
3310;847;677;2023-10-29 11:00:09;6240;True;91190bd3-6e23-4982-86ba-52426bedc38f
3311;47;534;2023-06-03 07:25:56;2531;True;793f45e6-37b4-41b2-a12c-c90cd316b413
3312;492;249;2023-12-23 19:24:51;4391;False;91b3ed8c-5f34-4b17-89d0-43adeccecd99
3313;961;73;2022-10-21 09:53:31;4835;False;9226c607-1924-474c-8787-2e745a87f3bd
3314;384;586;2022-09-15 09:16:05;4192;True;e211a0b9-a5db-4917-9db3-a5826f6fc3e6
3315;915;812;2023-07-13 01:23:29;331;False;9f209a42-e9ae-4630-964e-1d0d8017fccc
3316;717;251;2023-10-13 18:43:17;1278;False;e36fc848-f8b8-43d6-adcc-6880734e51d9
3317;542;16;2022-08-05 19:31:39;3975;True;716e3cf2-b7b6-49e5-b4c6-a6f7026035e1
3318;185;340;2023-07-04 08:01:23;5272;True;58291a47-cb55-461f-8adf-9783f172c3d0
3319;423;173;2023-08-13 14:46:26;4868;True;f1397788-1279-4484-9321-ee97499479a8
3320;950;210;2022-12-04 11:24:39;1337;True;3277efaa-6f7d-4e8d-bfeb-e06b64694e9e
3321;99;604;2023-11-12 12:59:46;6342;True;cdf60ec4-b306-43a5-974a-378850406e20
3322;98;682;2022-06-30 02:49:01;1672;True;16df7bc7-4acd-4241-a3c1-88e145dbd4c2
3323;776;654;2023-10-31 13:07:40;2944;False;b0a92144-e043-4bff-8f1a-512b668c77f2
3324;554;318;2022-12-21 11:31:09;6553;True;620da793-9783-4abd-9803-9d5d00785664
3325;967;582;2023-01-29 09:16:23;437;False;33b9c98b-0615-43db-b7f3-46f65ee0f76a
3326;286;715;2022-11-23 11:13:55;5673;True;8bff9e8e-0d5a-4541-9ac8-3811e2e07435
3327;107;525;2023-11-12 01:49:49;5251;False;102f6865-e10a-4d2d-8593-2cdbab4a8e5f
3328;662;393;2023-06-07 15:59:09;5360;True;7ddf15d9-79b4-4be1-ae35-ea7e47883b5c
3329;258;780;2022-07-18 05:03:57;2367;True;7b8334e6-efed-4d44-b50c-efa8171a0328
3330;285;610;2022-12-04 12:27:38;4406;False;1afd14be-4e3a-42f7-b6a6-e877dad7cb9a
3331;984;141;2023-10-11 01:14:46;5077;False;0018a213-b964-4f04-8d0b-e6ed6978d3cd
3332;109;35;2023-03-28 18:53:50;1979;False;5f6e90a0-e49e-4c09-ad04-6f0e035fdd9a
3333;824;13;2023-03-27 12:16:24;1699;False;e69d34e9-326e-4ff8-a5f5-0eaa1be294f8
3334;83;488;2023-05-18 23:59:19;5334;False;e94dce26-debe-46d3-8377-9d9afbb413d1
3335;749;651;2022-06-17 18:33:17;5364;False;c5c0a7e9-8963-4740-b31e-2f44e9e01184
3336;36;556;2023-02-13 22:34:55;3214;False;a0ee0740-6f7c-4a1f-9603-4c65826503a5
3337;835;356;2023-07-26 03:45:42;6609;True;32c4f845-23ab-4ef2-b643-58fcb9aee933
3338;422;861;2023-03-16 01:32:17;1708;True;bfa9e265-eb6e-4403-b1b4-4251dacbe649
3339;931;50;2023-11-04 15:02:50;5387;False;f482d1b2-b859-442b-9ac3-79f1a5f8b372
3340;902;70;2023-08-13 09:05:08;3313;False;df351e62-247c-44e2-aded-8cbcccf3d6b2
3341;778;627;2023-10-11 06:48:52;2973;True;f5575cb4-9cbe-4cb8-9fd8-24d294f27f26
3342;970;807;2023-04-05 04:03:37;6081;False;b8a2549b-c80d-4beb-b0e6-0128c141ea34
3343;795;165;2022-12-19 23:10:11;3316;False;a0b32169-17dc-40d7-ad1e-6b4454448b14
3344;858;415;2022-08-14 23:03:07;2435;True;b1a36998-fc9b-4dc6-8397-15938da79fba
3345;254;738;2022-10-11 15:25:41;4028;False;c89761da-7726-46b0-9663-f41ee1428bb6
3346;299;718;2023-05-20 00:12:28;2128;True;66932272-767c-4e55-951d-12f292475ec2
3347;328;868;2022-10-03 00:21:50;6477;False;35498f08-7f43-44ca-80f1-d256ec65b837
3348;77;409;2023-09-20 23:42:47;4875;False;ff96a868-ac9d-4d6a-879c-6083af3e8705
3349;129;369;2023-08-24 00:25:32;5374;False;f539fbfa-b051-4bc1-944b-dce9f3db9cfa
3350;462;14;2023-08-19 02:22:42;6825;True;938856fb-a3cc-4d91-92b8-5fcab2119c4e
3351;559;579;2022-09-28 08:31:30;237;False;0d01ebfc-d65c-45e9-9116-3a506ab4d6ab
3352;854;445;2024-02-13 10:24:04;6054;False;4f98ab01-9724-442f-89a6-5ed1569277ec
3353;455;59;2022-12-09 12:09:30;6866;True;7b1d9c2d-b5f9-4a27-88fb-9b2f86db83b5
3354;919;233;2023-09-06 01:48:39;1668;True;da89ccd5-48b7-4c87-8fc9-e43c7285e9da
3355;174;868;2024-02-13 15:36:38;3804;True;649566a1-4de0-4a45-b5cb-65ffc6e126fc
3356;977;191;2022-12-03 05:54:16;5564;False;bd2cf02d-f37b-4b25-8249-b1b28b805cca
3357;671;5;2023-11-01 05:23:01;2757;False;bdabba73-255f-4a0b-b1ed-f02d62f8e803
3358;563;582;2022-09-30 15:08:21;4971;True;22f45cbc-13a0-4757-bce7-b4a1b97617e2
3359;661;4;2022-10-06 09:17:39;2215;True;03d65d7e-8e96-4e60-96aa-49cce7dba883
3360;284;628;2022-07-22 12:00:16;5221;False;52721d6d-191b-4160-abb4-cb376c3ba06f
3361;209;282;2024-01-20 12:58:59;1836;False;f6b79d7a-c626-45b0-8ed6-3c7c5e1af868
3362;461;127;2022-08-17 22:19:14;1377;False;5204695d-b99d-4ab7-b759-4ef186bdbc36
3363;647;757;2022-06-14 09:41:53;6587;False;0f8e1a88-9a3a-4f23-9991-a69115ded6bc
3364;682;638;2022-11-08 01:09:21;3673;False;ca0e5311-30e2-4863-a89b-1f5e77ac148f
3365;541;37;2022-08-30 14:25:41;3123;False;3b19702b-31f2-4a74-b204-195af695bee2
3366;983;353;2022-12-06 13:48:59;4264;False;ded2ae0f-70ae-4b67-a459-f50bab5e395a
3367;726;436;2023-11-03 07:17:38;195;True;c1524e56-6855-4a73-a594-d13daf6cb38a
3368;155;277;2023-09-03 08:21:39;6200;False;1c0b7f42-a3dd-4ef6-9197-587095f0fd0d
3369;658;42;2023-12-31 14:12:52;2149;False;a39188a6-3865-480e-9d7f-b7a872872861
3370;513;613;2022-09-12 15:00:32;1344;True;66a341fe-d427-4ca7-b466-5e7db5d90acb
3371;812;839;2023-06-28 01:50:40;5769;False;e0dfad92-d81c-4805-b4bf-654f6b14e815
3372;444;298;2022-09-13 18:18:28;2634;False;a2aa4a41-5967-41f0-8453-e3f8c5ac02ea
3373;647;99;2023-04-23 17:39:40;4208;True;52a4afbb-a844-4088-9a3b-18d2dd0c9849
3374;585;402;2023-05-09 09:33:04;112;False;8d0260eb-66cc-4f09-be46-ac0f7804619c
3375;602;180;2023-12-02 23:34:28;6528;True;cded5efb-1987-4b4c-9d07-685bae69851a
3376;352;576;2022-09-10 13:50:31;2704;True;036d9120-3cd6-4dc2-8d34-b67036326909
3377;33;435;2022-06-16 14:03:34;6706;True;e5d17657-ff7d-449b-8b5f-b1cf2ff67595
3378;834;228;2022-06-12 19:47:23;5803;True;712b1876-7b6f-4199-876d-8dd8f70d42da
3379;71;33;2022-07-17 06:35:16;4014;False;08445c52-afcd-4cb9-bc84-ad804bf87bf4
3380;77;546;2023-02-20 15:07:28;2896;False;5483cbd1-ab60-4eb5-a5d6-71f363527953
3381;274;91;2023-03-26 20:31:11;4229;False;33d7e878-3180-4908-9ce4-5c38e5bfc849
3382;919;124;2023-04-02 05:23:55;5772;False;f984e679-0966-4cc1-b7f4-1006a99ea812
3383;221;493;2023-09-07 19:34:22;4923;True;5b8109dc-846c-4dea-bca3-b17ff47a05dd
3384;412;157;2023-06-16 12:38:49;2808;True;be3c5096-1ea3-431f-b9f8-7996e25f9497
3385;982;886;2023-09-20 06:04:07;5353;True;6f448d76-a3df-4406-a222-b40a7f98f505
3386;335;416;2024-01-09 20:28:10;6271;True;1cc6066b-fc91-4537-9b19-8a170e68bbdc
3387;151;638;2022-09-23 13:32:14;1624;True;bc19e27a-16a7-442c-9b09-8f91b21c6391
3388;309;668;2023-03-15 11:40:06;7189;False;8543dc99-fbfa-4fc2-bf88-c68a29852d4b
3389;180;466;2023-01-31 00:27:33;6591;False;0fcf20a5-8ebe-4445-9e5e-21ebc210b100
3390;301;305;2024-01-13 22:11:00;1463;False;19b74934-11b0-4d48-83cf-e0bb7fb43d9d
3391;564;460;2023-08-22 06:18:36;6929;False;2171b8a2-db90-4dd1-ba74-3d5c13b12d9f
3392;512;447;2022-12-23 17:06:30;3099;False;010ceacc-11c3-4594-aa26-d446224af73c
3393;972;483;2023-12-17 20:13:37;1498;True;f506b680-c415-4243-a5f4-d9c4e34ba1f3
3394;675;583;2023-09-06 16:30:14;5943;True;8c84eceb-93ab-44e0-91f5-5e123b87010b
3395;469;803;2023-07-18 13:44:02;7131;True;30ad51df-d44a-4766-9898-2a4993dc17b3
3396;288;215;2023-09-09 17:04:14;4277;True;30deb526-8479-4148-8f76-f4811bd58c03
3397;33;179;2022-06-20 08:25:21;5691;True;9e7c66b0-f1cb-4a23-bea3-3ec5bc428301
3398;653;766;2023-11-19 07:53:03;1832;True;ea12d8b4-a2b6-467d-b0d3-0f3fc561ed6b
3399;468;816;2022-12-07 22:41:52;1264;True;2a1f4818-6ee6-4ef1-99df-e9756dbf3f32
3400;340;56;2023-12-02 16:23:28;1148;True;f520fb0c-4bd7-40ec-9516-0fe6b379db29
3401;125;226;2022-09-11 16:37:23;6958;False;02a382c5-1f9b-4656-a99f-7afad9b97138
3402;432;575;2023-12-05 01:37:32;2101;False;376fc46b-5692-4003-b882-403e878703c2
3403;255;638;2023-06-16 13:37:10;733;False;f6eebb38-62f1-43db-a79f-f54a523fd921
3404;453;697;2022-10-23 08:18:35;4318;True;96b34edd-a50e-4738-bae0-788838e5cf94
3405;587;530;2023-10-27 10:57:19;4529;True;4d6c23ba-2765-472d-a5b4-abc0822e745a
3406;905;406;2023-01-05 19:32:40;4961;False;0c136089-a528-4165-b55e-35f2517e5fa2
3407;224;855;2022-08-07 00:37:35;743;False;d7374a66-6d90-4902-aa68-037193c2f2e0
3408;961;197;2023-12-04 12:04:08;1698;True;b9051d41-136f-4961-9604-bc0e0467379d
3409;465;770;2022-12-04 05:58:41;3049;False;90bfac7d-1157-4553-af9c-7a9aad42021f
3410;830;727;2023-11-01 20:30:00;6628;True;cfd48a16-5683-4b83-a33c-a2518bd36e6d
3411;894;353;2022-10-11 03:21:23;1471;False;a5806da6-fffa-4779-9f69-6dd6c19dc51c
3412;914;440;2022-06-23 09:14:46;6526;True;0efe0a1f-413a-4676-8e5b-1e30d6250fd4
3413;434;694;2022-10-27 16:48:00;6894;False;9c96316e-93a3-4377-bcd4-9d83615cd6e9
3414;140;380;2024-01-03 22:28:46;2253;True;2bbcec0b-8daf-4216-9513-ba1191005dcb
3415;549;189;2023-01-28 12:38:58;1689;False;1d767ea6-9db6-4d68-96bb-b6565b52b54d
3416;173;52;2022-06-23 10:52:09;7076;False;7cadc1d4-57a0-48c1-bcf8-5d916dc1a675
3417;788;790;2023-11-08 03:09:23;6874;False;05834e92-4722-4a99-bb87-dc60d2143ad7
3418;202;878;2023-05-13 12:34:28;4974;True;982a9dd1-004d-4b24-8ecf-f5490395b1ca
3419;315;785;2023-01-25 02:18:25;4172;True;8e8f7109-4b78-4e10-9fa2-6db3b34614ba
3420;283;19;2024-01-11 21:29:43;674;False;82474d68-2526-477e-a60d-4c22ea8ede0a
3421;87;177;2022-07-20 13:07:52;3647;False;e5960521-b325-4feb-964a-2d7fe0bc39cd
3422;685;824;2023-04-01 01:22:14;4607;True;834f0223-5bdd-42f4-94c1-5730f4cef6e6
