completion_id;user_id;course_id;completion_date;score;time_to_complete_days
2432;267;200;2022-11-18 22:28:59;58;3
37;648;42;2022-11-18 23:10:45;70;43
2217;181;153;2022-11-18 23:29:40;68;53
3623;888;94;2022-11-18 23:53:40;97;30
5960;772;165;2022-11-18 23:57:29;93;11
2106;779;85;2022-11-19 00:00:28;90;22
3831;973;23;2022-11-19 04:30:42;61;7
3220;144;91;2022-11-19 04:34:02;71;47
6933;951;443;2022-11-19 05:04:57;80;46
4378;311;616;2022-11-19 06:30:48;81;2
1826;858;131;2022-11-19 06:49:48;78;55
2341;40;170;2022-11-19 08:05:35;77;20
647;64;398;2022-11-19 11:24:23;76;57
3047;41;474;2022-11-19 14:13:32;55;5
6511;338;456;2022-11-19 15:25:17;52;44
7952;139;855;2022-11-19 15:34:21;81;31
2616;820;317;2022-11-19 16:38:08;76;56
6540;697;653;2022-11-19 20:44:44;66;42
5930;65;438;2022-11-20 04:18:39;92;26
5577;786;718;2022-11-20 09:21:12;93;40
371;518;372;2022-11-20 13:33:54;68;49
6381;735;493;2022-11-20 15:06:08;73;8
7851;62;544;2022-11-20 17:48:54;66;11
4318;624;131;2022-11-20 19:07:22;52;7
2160;815;743;2022-11-20 23:27:35;76;19
1248;468;580;2022-11-21 02:13:25;87;36
21;171;461;2022-11-21 05:32:57;66;54
1368;695;651;2022-11-21 06:09:52;73;4
7990;765;599;2022-11-21 07:05:51;75;35
228;948;253;2022-11-21 09:27:04;54;44
5970;338;361;2022-11-21 09:37:40;99;37
1540;304;287;2022-11-21 09:46:24;96;27
6135;44;52;2022-11-21 11:21:36;98;19
524;601;161;2022-11-21 11:33:02;52;46
1581;948;469;2022-11-21 15:08:54;96;36
3926;467;832;2022-11-21 15:59:20;59;17
2740;222;691;2022-11-21 16:45:06;80;39
5802;765;223;2022-11-21 16:50:49;62;11
1002;838;49;2022-11-21 20:20:57;73;52
526;390;248;2022-11-21 22:27:04;65;8
2755;422;20;2022-11-22 04:13:44;82;15
5760;842;286;2022-11-22 04:18:11;94;15
4902;497;633;2022-11-22 04:37:25;93;48
1239;526;864;2022-11-22 04:41:35;77;11
1851;249;827;2022-11-22 08:14:49;57;59
348;973;187;2022-11-22 11:06:32;77;50
2697;590;674;2022-11-22 12:14:19;93;3
5537;917;686;2022-11-22 13:44:29;63;56
2687;160;458;2022-11-22 13:46:35;80;48
4700;973;501;2022-11-22 14:08:44;82;35
7950;381;517;2022-11-22 18:11:08;77;18
6764;579;614;2022-11-22 18:32:49;79;10
885;836;282;2022-11-22 21:25:03;60;3
1827;48;342;2022-11-23 04:47:02;86;14
4372;54;77;2022-11-23 05:56:43;79;42
5798;609;220;2022-11-23 07:30:18;69;14
3613;429;319;2022-11-23 08:09:29;69;55
1661;702;108;2022-11-23 10:38:21;59;45
2576;277;142;2022-11-23 11:00:58;94;28
6356;71;879;2022-11-23 12:29:02;94;14
4781;269;99;2022-11-23 18:47:57;67;42
2218;403;86;2022-11-23 21:08:04;56;9
1498;501;658;2022-11-23 22:33:13;88;38
2356;677;789;2022-11-24 02:02:58;82;15
1569;835;666;2022-11-24 02:14:21;74;42
1778;175;14;2022-11-24 03:17:51;55;13
5958;137;231;2022-11-24 05:27:31;94;48
3431;146;737;2022-11-24 05:29:24;97;27
4220;133;113;2022-11-24 09:28:03;67;7
4544;278;306;2022-11-24 10:08:38;57;29
6133;541;136;2022-11-24 10:47:39;73;21
2397;404;615;2022-11-24 11:01:19;86;20
5839;793;195;2022-11-24 11:12:19;56;13
6689;88;63;2022-11-24 15:14:24;61;24
7680;483;148;2022-11-24 15:40:04;74;14
2613;662;150;2022-11-24 17:06:34;79;2
7790;893;784;2022-11-24 17:39:09;96;24
3074;554;828;2022-11-24 17:51:22;86;10
4981;692;721;2022-11-24 18:36:36;50;35
4943;461;772;2022-11-24 21:16:08;61;6
6945;276;689;2022-11-24 21:46:04;64;57
5545;715;97;2022-11-24 21:53:39;84;26
5389;425;770;2022-11-24 23:49:19;58;2
2971;694;618;2022-11-25 03:51:16;65;54
6341;28;620;2022-11-25 05:47:15;91;1
6402;492;297;2022-11-25 09:17:33;93;3
1305;181;664;2022-11-25 10:35:59;92;55
2575;75;587;2022-11-25 11:41:02;68;27
6165;558;536;2022-11-25 16:25:46;93;14
5634;890;506;2022-11-25 18:47:04;65;43
1044;457;446;2022-11-25 19:55:40;54;12
1076;393;595;2022-11-25 20:44:40;88;36
5423;581;710;2022-11-25 21:56:38;97;38
4796;516;665;2022-11-26 00:57:33;59;27
978;2;731;2022-11-26 02:14:30;72;43
5614;984;886;2022-11-26 03:16:15;74;40
7353;725;285;2022-11-26 07:20:44;91;15
5859;236;261;2022-11-26 08:04:58;66;50
2736;500;536;2022-11-26 10:59:16;87;28
4914;646;421;2022-11-26 11:05:29;69;37
3410;346;167;2022-11-26 14:23:44;52;7
6396;85;381;2022-11-26 16:36:37;88;19
3654;588;530;2022-11-26 18:13:11;61;44
6799;128;784;2022-11-26 18:49:39;52;23
1561;368;475;2022-11-26 21:01:08;54;3
1110;538;643;2022-11-26 21:55:45;63;54
3088;840;640;2022-11-26 22:19:28;89;11
6795;961;692;2022-11-27 00:15:41;60;54
2064;292;621;2022-11-27 01:25:12;80;11
1944;253;145;2022-11-27 02:06:07;68;39
7171;16;457;2022-11-27 03:33:20;87;30
2125;112;358;2022-11-27 04:24:23;63;5
5981;832;750;2022-11-27 06:03:38;65;8
3457;154;849;2022-11-27 08:04:43;83;29
5312;758;374;2022-11-27 11:55:05;60;6
7021;797;443;2022-11-27 13:25:23;68;42
1317;335;806;2022-11-27 17:33:29;90;46
4075;12;282;2022-11-27 20:11:08;51;59
7049;582;583;2022-11-28 00:50:52;71;6
5755;803;405;2022-11-28 01:59:08;86;49
6256;924;515;2022-11-28 02:32:36;84;57
1495;298;874;2022-11-28 03:41:15;59;21
3908;626;738;2022-11-28 04:02:12;78;5
7404;869;888;2022-11-28 07:16:39;89;4
6661;694;119;2022-11-28 07:39:06;97;55
4555;606;507;2022-11-28 08:31:17;72;11
3596;173;865;2022-11-28 09:52:48;84;4
3986;80;427;2022-11-28 11:06:08;65;5
69;378;104;2022-11-28 11:17:45;83;56
7948;737;599;2022-11-28 12:12:34;80;6
6694;489;866;2022-11-28 12:59:56;68;14
4102;482;125;2022-11-28 16:16:02;86;53
7209;814;257;2022-11-28 16:24:29;75;29
6988;749;675;2022-11-28 17:38:57;61;19
7086;327;852;2022-11-28 18:51:47;54;11
791;62;265;2022-11-28 19:18:19;50;52
302;655;204;2022-11-28 21:30:27;61;43
15;120;304;2022-11-28 21:59:04;88;4
5120;17;643;2022-11-28 22:53:33;94;4
4704;714;535;2022-11-28 23:58:27;77;54
5528;356;678;2022-11-29 07:40:59;90;7
3101;893;152;2022-11-29 11:43:40;51;47
4985;243;202;2022-11-29 15:33:37;65;9
3158;278;253;2022-11-29 15:58:51;59;16
6601;373;18;2022-11-29 16:50:54;66;59
1688;143;191;2022-11-29 20:22:08;59;43
331;950;688;2022-11-29 20:39:06;54;51
4449;318;542;2022-11-29 20:42:23;57;59
5172;401;842;2022-11-29 21:15:35;89;12
914;535;558;2022-11-29 21:44:36;74;4
1508;464;469;2022-11-29 22:10:42;93;9
2165;352;129;2022-11-30 02:46:04;78;5
376;292;546;2022-11-30 04:10:00;94;54
3839;589;35;2022-11-30 09:13:57;88;19
4945;279;500;2022-11-30 09:39:37;72;17
7716;162;161;2022-11-30 10:06:48;78;33
3937;82;208;2022-11-30 10:15:23;64;44
1539;955;579;2022-11-30 13:15:22;97;32
7780;444;558;2022-11-30 16:30:03;61;7
4607;932;496;2022-11-30 19:06:36;78;53
3182;161;140;2022-11-30 21:26:43;59;24
5625;546;126;2022-11-30 22:23:49;86;30
1047;577;526;2022-12-01 01:07:54;58;13
6382;261;781;2022-12-01 04:27:15;78;46
5437;751;265;2022-12-01 04:28:43;52;12
7416;140;777;2022-12-01 04:47:32;89;40
3126;956;366;2022-12-01 05:48:28;61;58
7130;232;217;2022-12-01 07:23:17;60;36
765;546;691;2022-12-01 08:05:01;72;23
5009;312;507;2022-12-01 09:11:05;83;12
5613;960;823;2022-12-01 10:00:26;93;38
3304;390;474;2022-12-01 11:19:48;50;33
4170;172;371;2022-12-01 12:01:23;50;44
1172;552;563;2022-12-01 12:06:10;55;27
306;128;690;2022-12-01 12:09:23;80;30
2414;889;617;2022-12-01 15:09:25;69;43
4691;461;771;2022-12-01 16:04:16;54;35
6738;572;3;2022-12-01 16:32:02;62;45
7896;939;71;2022-12-01 17:31:48;69;10
2630;788;439;2022-12-01 18:40:51;62;52
1004;311;215;2022-12-01 19:59:44;94;56
6853;43;732;2022-12-01 21:18:44;78;35
6036;416;611;2022-12-01 21:19:56;74;59
55;436;198;2022-12-01 22:04:39;78;23
5845;365;267;2022-12-02 00:01:38;83;11
4898;32;797;2022-12-02 02:40:58;97;41
5228;225;536;2022-12-02 04:20:54;96;18
5696;357;479;2022-12-02 04:27:20;85;40
3966;663;671;2022-12-02 05:04:21;58;26
5256;336;596;2022-12-02 07:11:23;96;11
5570;32;864;2022-12-02 10:35:46;66;35
2328;966;772;2022-12-02 12:16:30;95;29
3949;574;192;2022-12-02 13:51:39;61;13
4280;939;844;2022-12-02 18:06:23;87;43
3561;376;578;2022-12-02 21:18:50;63;54
2370;71;102;2022-12-03 00:37:00;81;11
6603;398;476;2022-12-03 09:36:47;95;1
6658;398;851;2022-12-03 11:12:38;84;18
188;164;6;2022-12-03 15:16:50;62;36
4487;992;851;2022-12-03 15:45:37;63;19
1297;968;408;2022-12-03 17:46:05;68;40
5819;887;422;2022-12-03 18:44:19;78;4
4174;521;442;2022-12-03 22:56:45;77;36
3642;593;67;2022-12-04 04:17:26;76;8
4125;23;356;2022-12-04 06:33:34;91;34
1287;32;168;2022-12-04 11:52:06;85;13
4267;241;441;2022-12-04 12:45:19;94;42
2121;165;406;2022-12-04 16:27:59;52;46
3086;41;208;2022-12-04 18:16:40;74;13
4562;280;266;2022-12-04 19:13:03;72;20
6441;890;385;2022-12-05 00:17:58;55;13
6197;59;187;2022-12-05 00:54:24;96;17
4458;81;344;2022-12-05 00:57:14;84;24
1346;87;751;2022-12-05 04:01:19;76;52
6896;202;520;2022-12-05 04:15:46;98;52
1559;60;547;2022-12-05 04:20:37;68;36
6824;750;110;2022-12-05 07:24:15;76;55
5003;991;358;2022-12-05 07:40:36;68;58
6434;13;680;2022-12-05 10:24:12;79;35
3898;737;122;2022-12-05 12:14:16;52;40
2706;587;291;2022-12-05 15:39:00;66;51
3294;714;397;2022-12-05 15:49:24;81;52
3394;341;737;2022-12-05 15:56:22;57;34
5211;944;499;2022-12-06 02:01:17;67;35
1111;623;869;2022-12-06 03:32:41;82;7
1167;426;527;2022-12-06 06:03:10;63;35
3059;635;500;2022-12-06 10:24:30;80;8
7152;462;853;2022-12-06 11:47:55;76;58
3290;671;395;2022-12-06 13:24:19;97;48
7720;581;864;2022-12-06 14:09:55;59;45
2455;663;677;2022-12-06 17:09:42;57;8
2760;425;292;2022-12-06 17:22:49;76;15
6400;464;8;2022-12-07 00:23:14;87;12
5377;728;496;2022-12-07 00:23:19;99;16
1577;594;848;2022-12-07 03:01:25;66;38
1760;427;516;2022-12-07 03:33:59;99;32
3118;804;107;2022-12-07 03:49:24;67;58
4383;439;73;2022-12-07 06:47:47;69;13
2768;115;492;2022-12-07 07:55:48;75;10
5725;646;301;2022-12-07 11:47:11;52;23
5527;7;58;2022-12-07 14:46:17;94;24
7340;933;172;2022-12-07 14:54:24;80;25
5339;917;171;2022-12-07 20:32:22;63;3
2496;766;633;2022-12-07 23:06:41;83;49
4019;704;541;2022-12-08 01:10:42;59;33
1982;124;73;2022-12-08 01:27:48;89;16
1803;62;647;2022-12-08 02:22:19;79;29
5254;141;600;2022-12-08 02:48:57;71;23
4680;254;610;2022-12-08 03:27:36;52;43
7658;688;633;2022-12-08 03:54:59;59;29
687;917;712;2022-12-08 05:02:13;57;6
5647;403;460;2022-12-08 07:28:40;65;54
6005;971;35;2022-12-08 07:44:26;60;3
5604;531;441;2022-12-08 08:29:51;81;15
7269;184;49;2022-12-08 10:19:39;99;32
3670;918;449;2022-12-08 10:32:18;53;5
2364;806;400;2022-12-08 11:31:37;58;38
7461;680;617;2022-12-08 12:11:49;97;34
3127;412;126;2022-12-08 15:52:21;59;15
1367;45;201;2022-12-08 20:50:27;74;42
3199;692;189;2022-12-08 20:55:16;74;48
715;953;125;2022-12-09 04:24:58;52;42
5655;423;257;2022-12-09 04:48:54;77;6
4319;685;2;2022-12-09 05:03:55;74;21
1641;888;423;2022-12-09 08:16:13;71;56
6932;469;600;2022-12-09 09:24:53;74;33
4573;284;852;2022-12-09 12:28:10;81;49
6421;181;276;2022-12-09 13:30:05;53;47
5057;986;284;2022-12-09 15:27:45;88;18
4760;703;369;2022-12-09 17:52:43;90;22
2115;681;372;2022-12-09 20:51:24;75;12
2195;295;551;2022-12-09 21:06:10;66;44
4776;833;219;2022-12-09 23:39:51;68;20
1552;516;263;2022-12-09 23:44:49;63;42
3081;838;88;2022-12-10 00:02:54;96;10
257;357;300;2022-12-10 02:31:17;53;38
1844;964;21;2022-12-10 03:44:07;96;16
5478;184;221;2022-12-10 06:47:10;90;17
6128;612;108;2022-12-10 08:40:57;56;54
5167;124;300;2022-12-10 11:58:19;71;43
6311;913;165;2022-12-10 12:16:44;99;37
6091;46;144;2022-12-10 12:24:02;64;38
2081;762;574;2022-12-10 13:12:24;58;25
1416;111;347;2022-12-10 15:43:15;81;28
7902;850;793;2022-12-10 17:48:21;54;1
3268;436;222;2022-12-10 18:27:21;61;15
2943;57;448;2022-12-10 18:57:54;94;13
817;672;205;2022-12-10 19:15:28;97;12
6022;564;239;2022-12-10 19:30:04;86;3
6253;236;767;2022-12-10 22:39:51;77;6
2958;651;398;2022-12-10 22:57:01;53;31
1819;671;357;2022-12-11 02:03:36;65;52
314;294;648;2022-12-11 03:56:44;99;5
286;487;867;2022-12-11 05:44:08;60;15
3468;585;61;2022-12-11 07:38:54;81;37
5786;42;500;2022-12-11 08:22:11;69;53
1847;202;713;2022-12-11 09:36:29;82;50
5946;375;638;2022-12-11 12:29:15;85;31
2528;792;542;2022-12-11 12:31:11;87;6
7163;489;451;2022-12-11 16:23:07;65;37
4045;336;294;2022-12-11 20:19:45;88;7
5652;430;12;2022-12-11 22:32:39;88;55
7316;161;309;2022-12-11 23:28:25;77;38
5107;488;231;2022-12-12 00:20:58;97;25
7657;678;622;2022-12-12 02:11:35;50;42
1599;133;618;2022-12-12 03:38:55;74;56
1630;743;310;2022-12-12 03:46:22;69;39
2807;290;775;2022-12-12 03:56:30;67;28
3459;712;431;2022-12-12 04:33:31;71;34
5279;364;659;2022-12-12 04:55:02;67;21
632;45;539;2022-12-12 04:55:21;97;3
2215;373;276;2022-12-12 07:40:38;90;6
6906;242;674;2022-12-12 08:27:50;69;20
5052;598;447;2022-12-12 14:46:07;51;25
2291;564;374;2022-12-12 15:10:55;80;19
5037;630;166;2022-12-12 15:15:26;55;9
1200;2;415;2022-12-12 17:28:45;69;11
2965;368;338;2022-12-12 21:36:05;98;45
2221;827;136;2022-12-12 23:27:08;63;57
125;661;714;2022-12-13 00:02:00;59;21
4712;661;214;2022-12-13 03:56:24;81;20
5103;248;433;2022-12-13 07:57:08;80;17
5322;591;438;2022-12-13 09:43:13;92;47
1473;925;614;2022-12-13 11:19:43;90;14
3335;296;295;2022-12-13 11:23:18;63;1
4336;635;673;2022-12-13 12:09:02;93;40
5672;879;458;2022-12-13 13:26:18;61;42
3153;587;596;2022-12-13 13:57:44;88;7
4341;186;524;2022-12-13 18:36:53;53;43
6273;145;4;2022-12-13 19:51:10;58;20
7837;851;446;2022-12-13 21:21:25;77;8
4964;345;253;2022-12-14 02:38:01;80;57
1131;484;663;2022-12-14 02:56:50;87;20
2290;151;585;2022-12-14 03:59:41;63;52
2153;471;714;2022-12-14 04:55:35;74;4
4696;496;640;2022-12-14 08:14:47;70;56
1105;804;805;2022-12-14 09:27:23;97;46
4092;938;208;2022-12-14 09:45:20;88;40
5744;966;48;2022-12-14 11:11:58;74;58
2734;345;88;2022-12-14 14:23:53;94;41
7867;735;744;2022-12-14 15:10:56;57;41
6149;823;209;2022-12-14 16:44:48;55;51
6244;659;306;2022-12-14 17:02:56;66;47
6844;570;834;2022-12-14 19:30:31;93;59
7516;933;396;2022-12-14 20:57:58;70;3
5671;534;771;2022-12-15 00:26:08;89;51
6592;100;196;2022-12-15 02:42:52;97;50
4442;55;629;2022-12-15 12:13:18;52;45
4135;895;576;2022-12-15 13:54:53;60;44
2612;124;45;2022-12-15 15:23:49;99;41
2056;151;540;2022-12-15 15:32:14;68;20
4479;516;284;2022-12-15 17:19:50;60;33
3687;293;74;2022-12-15 18:54:20;98;4
5416;413;358;2022-12-15 19:57:37;79;18
7073;450;842;2022-12-16 01:47:23;72;51
672;672;786;2022-12-16 03:03:58;50;32
1344;933;561;2022-12-16 04:52:01;74;37
142;79;502;2022-12-16 06:39:46;80;59
6539;840;381;2022-12-16 08:45:28;80;57
5442;964;367;2022-12-16 09:17:52;69;56
5552;270;727;2022-12-16 11:25:10;70;36
3071;899;104;2022-12-16 13:33:32;51;21
319;414;294;2022-12-16 14:57:19;98;28
2240;520;385;2022-12-16 15:37:23;80;8
6517;272;769;2022-12-16 15:45:42;97;3
1926;583;418;2022-12-16 20:05:05;60;19
4058;39;623;2022-12-16 20:41:04;51;55
7435;125;215;2022-12-16 22:33:20;54;50
1991;835;724;2022-12-16 22:33:43;97;7
2055;969;507;2022-12-16 22:43:40;88;8
2474;491;591;2022-12-17 01:36:41;97;36
7668;856;37;2022-12-17 01:45:11;87;50
2640;440;737;2022-12-17 03:54:54;57;10
7905;812;882;2022-12-17 04:42:56;61;51
7063;487;365;2022-12-17 04:46:40;62;8
7864;518;126;2022-12-17 05:25:06;58;52
3690;693;195;2022-12-17 05:29:01;70;48
445;305;665;2022-12-17 05:56:49;80;48
1382;912;672;2022-12-17 06:06:10;78;41
460;171;720;2022-12-17 08:05:29;87;47
4150;388;839;2022-12-17 08:26:38;63;25
5131;419;118;2022-12-17 11:01:09;77;10
141;133;881;2022-12-17 11:28:43;67;44
2190;866;527;2022-12-17 14:35:45;99;30
7057;417;759;2022-12-17 17:52:10;51;21
2818;53;264;2022-12-17 18:21:21;98;7
3957;213;15;2022-12-17 21:20:38;88;21
3371;811;592;2022-12-17 22:16:00;87;38
4308;738;634;2022-12-17 22:51:13;84;10
7079;360;645;2022-12-18 02:06:07;57;28
5216;193;178;2022-12-18 04:03:31;78;11
2350;973;387;2022-12-18 06:18:44;72;19
6175;158;39;2022-12-18 09:00:57;58;48
5427;545;393;2022-12-18 09:50:03;61;39
1365;788;718;2022-12-18 10:29:01;85;13
7017;628;673;2022-12-18 13:00:39;80;41
4259;233;641;2022-12-18 14:43:28;84;53
2657;492;487;2022-12-18 14:53:18;84;56
4214;453;561;2022-12-18 18:24:11;84;21
5075;204;231;2022-12-18 19:41:01;85;55
6502;797;326;2022-12-18 19:49:56;98;50
1853;441;13;2022-12-18 21:53:01;88;15
2823;324;698;2022-12-18 23:17:51;54;55
4988;929;666;2022-12-19 03:06:51;67;43
6954;834;264;2022-12-19 12:22:46;60;47
2137;970;31;2022-12-19 14:10:32;74;41
2840;293;593;2022-12-19 14:48:22;67;55
1529;49;600;2022-12-19 19:15:38;61;54
782;996;14;2022-12-19 20:08:22;62;19
3896;83;426;2022-12-19 20:49:54;98;54
2282;659;703;2022-12-19 21:52:50;50;8
4757;881;545;2022-12-19 23:02:41;91;44
5360;897;102;2022-12-20 00:14:43;83;52
3923;573;112;2022-12-20 00:44:27;78;39
1030;621;529;2022-12-20 03:39:38;60;41
6473;145;64;2022-12-20 05:58:53;70;49
739;47;161;2022-12-20 06:00:14;92;4
3545;512;338;2022-12-20 07:15:08;77;5
5896;123;272;2022-12-20 08:13:27;85;49
4394;64;342;2022-12-20 09:03:53;75;37
5398;956;678;2022-12-20 10:09:13;91;48
7329;268;724;2022-12-20 10:10:59;67;26
6288;382;866;2022-12-20 10:46:41;82;14
534;118;822;2022-12-20 15:12:56;79;52
4812;58;354;2022-12-20 17:33:48;74;17
4320;808;67;2022-12-20 19:10:09;79;49
3873;363;796;2022-12-20 19:28:00;54;9
4826;685;706;2022-12-20 21:06:23;61;2
6393;234;4;2022-12-20 21:34:01;90;36
7396;359;418;2022-12-20 22:10:25;54;5
222;776;137;2022-12-21 01:37:27;66;14
2205;587;763;2022-12-21 12:13:28;89;20
4908;656;262;2022-12-21 12:52:58;52;10
361;101;329;2022-12-21 13:35:34;76;50
1071;285;677;2022-12-21 14:40:56;79;33
2774;452;796;2022-12-21 15:54:00;69;40
5247;318;86;2022-12-21 17:57:55;67;42
7725;711;84;2022-12-21 19:47:14;52;4
7257;359;365;2022-12-21 19:50:58;52;42
128;27;306;2022-12-21 20:54:01;88;17
3946;318;407;2022-12-21 22:36:10;71;52
6832;545;564;2022-12-21 23:19:38;71;30
6935;545;63;2022-12-22 00:36:49;72;55
3495;742;848;2022-12-22 01:33:12;90;58
1672;475;710;2022-12-22 01:52:12;88;13
80;970;578;2022-12-22 03:39:31;68;7
7436;178;193;2022-12-22 04:19:49;61;55
7476;310;76;2022-12-22 07:56:22;67;14
5156;594;29;2022-12-22 08:29:51;95;2
6780;903;185;2022-12-22 08:44:38;63;39
1580;428;795;2022-12-22 09:53:27;72;42
7819;443;794;2022-12-22 10:43:29;74;40
7649;632;599;2022-12-22 13:08:51;71;27
3208;330;169;2022-12-22 13:10:03;69;9
5412;304;435;2022-12-22 15:23:12;72;5
659;214;147;2022-12-22 17:25:19;81;34
1144;845;704;2022-12-22 19:49:08;81;43
7542;917;648;2022-12-22 20:58:11;71;40
3503;752;239;2022-12-23 00:16:53;93;22
802;163;175;2022-12-23 00:20:25;76;57
2564;810;456;2022-12-23 01:33:30;56;2
5998;474;50;2022-12-23 03:33:25;51;59
6140;469;568;2022-12-23 04:36:22;90;12
3628;110;855;2022-12-23 06:23:46;51;12
636;534;861;2022-12-23 06:48:20;88;8
90;870;528;2022-12-23 10:31:03;85;52
1749;306;736;2022-12-23 10:31:19;58;39
1687;108;303;2022-12-23 11:34:54;64;54
7521;883;311;2022-12-23 11:36:04;52;29
6527;401;886;2022-12-23 16:41:05;56;53
322;834;77;2022-12-23 20:46:59;97;41
6084;684;213;2022-12-24 02:28:14;78;57
5916;214;774;2022-12-24 02:55:16;84;3
2909;690;11;2022-12-24 04:31:26;92;16
5307;261;459;2022-12-24 06:06:19;59;32
3149;161;45;2022-12-24 08:24:57;74;20
2286;170;494;2022-12-24 09:49:53;97;22
3014;593;763;2022-12-24 12:13:46;76;3
470;717;402;2022-12-24 13:46:44;82;2
7037;274;67;2022-12-24 15:18:56;66;1
2741;318;276;2022-12-24 16:39:13;87;39
6150;558;114;2022-12-24 17:34:01;75;17
5133;561;760;2022-12-24 20:50:37;93;1
6509;323;740;2022-12-24 21:52:39;59;19
1261;545;106;2022-12-25 01:20:42;59;14
3872;658;864;2022-12-25 02:20:04;89;41
7225;924;602;2022-12-25 03:06:44;55;47
4780;29;58;2022-12-25 03:13:43;90;47
3031;43;235;2022-12-25 03:46:01;62;10
1571;267;826;2022-12-25 04:31:50;68;49
2250;200;344;2022-12-25 04:56:13;58;29
426;926;88;2022-12-25 05:03:57;68;51
6482;371;556;2022-12-25 06:12:13;77;49
1781;970;508;2022-12-25 14:37:08;67;51
2688;807;743;2022-12-25 15:03:09;92;40
2342;783;393;2022-12-25 17:22:45;62;56
6767;450;282;2022-12-25 19:33:50;87;8
1027;978;512;2022-12-25 20:07:34;83;37
5232;377;639;2022-12-25 23:16:30;61;24
4836;614;122;2022-12-25 23:52:32;57;37
2317;473;112;2022-12-26 01:31:32;57;17
1677;101;387;2022-12-26 03:43:42;96;50
575;674;685;2022-12-26 05:40:40;95;35
3911;147;137;2022-12-26 05:57:59;59;41
6587;591;592;2022-12-26 07:10:11;78;37
5515;139;853;2022-12-26 08:35:46;77;14
839;618;472;2022-12-26 11:29:49;92;3
4379;540;831;2022-12-26 14:08:28;87;7
7470;177;624;2022-12-26 14:49:53;65;42
1384;280;116;2022-12-26 15:09:52;61;47
6951;141;119;2022-12-26 15:50:32;85;22
660;486;578;2022-12-26 18:58:15;83;40
5433;576;729;2022-12-26 20:41:55;56;42
928;250;598;2022-12-26 22:55:10;88;55
1349;888;111;2022-12-26 23:39:54;68;37
5392;461;78;2022-12-27 00:34:07;66;52
3313;277;356;2022-12-27 01:12:25;77;31
3393;564;478;2022-12-27 02:10:34;64;56
6072;391;210;2022-12-27 02:55:17;70;10
6617;379;853;2022-12-27 03:08:58;72;1
1917;974;157;2022-12-27 04:05:47;76;11
5096;947;874;2022-12-27 05:07:04;96;5
4872;825;274;2022-12-27 05:21:25;97;19
7182;149;710;2022-12-27 07:40:03;80;8
2457;98;27;2022-12-27 08:57:46;88;31
6043;25;275;2022-12-27 11:36:36;60;44
7923;109;612;2022-12-27 14:58:53;60;17
2631;287;398;2022-12-27 15:02:59;86;2
1721;767;210;2022-12-27 16:18:25;61;54
2983;674;11;2022-12-27 17:42:55;80;3
910;503;403;2022-12-27 22:27:39;63;6
5987;371;507;2022-12-27 23:10:16;50;44
4535;672;618;2022-12-28 00:24:37;84;21
1506;938;677;2022-12-28 03:21:49;83;35
4288;289;445;2022-12-28 04:14:29;82;49
7338;900;39;2022-12-28 07:25:10;50;3
2753;64;223;2022-12-28 08:01:05;96;32
2074;785;351;2022-12-28 08:16:02;70;47
7662;486;673;2022-12-28 13:28:04;68;8
2822;567;87;2022-12-28 13:49:00;67;23
233;574;807;2022-12-28 15:30:00;88;4
4829;313;126;2022-12-28 17:25:04;98;42
2919;760;719;2022-12-28 19:30:34;90;21
1035;460;437;2022-12-28 20:13:03;51;49
7386;448;792;2022-12-28 21:05:09;68;24
5242;967;783;2022-12-28 22:33:56;93;19
7447;911;393;2022-12-29 04:38:16;74;48
100;55;507;2022-12-29 06:18:36;59;35
6715;536;781;2022-12-29 06:47:32;90;48
598;741;322;2022-12-29 07:20:01;50;44
7439;957;483;2022-12-29 07:59:06;56;10
5898;342;189;2022-12-29 09:11:41;84;7
2633;32;145;2022-12-29 10:23:01;96;33
3674;885;722;2022-12-29 11:06:49;75;42
2539;922;118;2022-12-29 14:56:27;68;19
3481;763;819;2022-12-29 15:15:38;98;37
5406;552;54;2022-12-29 17:30:46;78;45
3412;590;858;2022-12-29 18:43:06;66;50
3985;42;248;2022-12-29 18:59:08;65;42
4360;539;796;2022-12-29 20:41:28;82;43
1122;139;391;2022-12-29 23:47:46;63;32
3263;634;810;2022-12-30 00:28:54;91;51
7044;369;660;2022-12-30 02:17:02;90;10
6550;270;97;2022-12-30 03:07:16;53;28
1733;920;272;2022-12-30 06:57:08;68;3
5844;678;672;2022-12-30 06:58:18;57;12
7803;547;183;2022-12-30 08:06:34;71;54
3649;916;884;2022-12-30 11:13:53;60;40
7667;793;684;2022-12-30 11:32:15;81;28
3936;213;272;2022-12-30 20:28:59;80;36
1098;81;294;2022-12-31 01:38:29;58;19
6362;36;818;2022-12-31 07:21:32;78;6
7942;622;343;2022-12-31 07:57:46;98;21
1175;671;837;2022-12-31 08:26:59;52;8
4244;702;852;2022-12-31 09:43:12;91;39
1915;756;849;2022-12-31 12:42:34;59;48
4707;792;156;2022-12-31 13:21:48;80;26
7261;285;51;2022-12-31 13:38:39;83;17
7897;553;471;2022-12-31 16:34:51;57;35
5234;49;743;2022-12-31 16:49:40;96;5
7186;314;750;2022-12-31 17:58:29;66;32
5544;218;641;2022-12-31 18:06:20;52;7
6151;502;677;2022-12-31 20:41:03;50;53
5319;618;111;2023-01-01 00:29:16;66;20
