interaction_id,user_id,event_type,course_id,timestamp,device_type,location,referral_source,session_duration_seconds,session_id,created_at,updated_at,event_category
1098,65,like,512,2022-07-31 10:28:00,mobile,UK,8,1803,582a0e52-8fde-4954-9630-9d11ddfa192b,2022-07-31 10:28:00,2022-07-31 11:23:41,web
1099,453,bookmark,654,2022-08-26 22:41:04,tablet,UK,28,2454,091f34bb-4be9-4114-a491-963394a9b5f4,2022-08-26 22:41:04,2022-08-26 23:14:04,web
1100,499,like,506,2022-09-02 23:53:30,mobile,India,47,2455,a24a00dc-3ef2-4d2c-a4a9-90c1821960f6,2022-09-02 23:53:30,2022-09-03 00:26:54,web
1101,712,comment,198,2023-08-07 20:14:19,tablet,India,19,1299,c3aa58f3-7da0-45df-994f-a3df3ea7507f,2023-08-07 20:14:19,2023-08-07 20:20:56,web
1102,341,like,476,2022-11-07 23:58:33,tablet,UK,37,2351,8eabe367-0a84-4d1c-8aae-12923c12871a,2022-11-07 23:58:33,2022-11-08 00:46:46,web
1103,593,comment,886,2023-08-03 10:11:46,mobile,UK,organic,1118,78d5d1f5-49e4-4c46-bc96-4c79f815b07a,2023-08-03 10:11:46,2023-08-03 10:37:06,web
1104,858,share,292,2023-04-29 12:43:23,mobile,UK,33,1337,bf01f7d5-ff4d-4db8-b492-d440a9a63342,2023-04-29 12:43:23,2023-04-29 13:32:22,web
1105,990,bookmark,524,2024-01-04 04:34:23,mobile,Germany,38,1982,09e5cab4-0b24-49aa-9fe0-c84496a553a2,2024-01-04 04:34:23,2024-01-04 04:52:07,web
1106,626,share,633,2022-09-19 00:30:57,desktop,US,18,3274,6757452b-60f6-4de5-87ee-167d569e2515,2022-09-19 00:30:57,2022-09-19 01:06:01,web
1107,806,like,42,2023-12-23 12:58:49,desktop,India,7,1671,116e02dc-cb12-419a-8473-f959f29f5cd4,2023-12-23 12:58:49,2023-12-23 13:21:10,web
1108,285,share,423,2022-06-20 09:48:30,tablet,US,23,2467,a686ab7b-7bae-4463-aad9-5dc6696705f3,2022-06-20 09:48:30,2022-06-20 10:35:04,web
1109,433,share,80,2023-08-07 15:51:18,tablet,UK,47,3325,1d07340a-cf28-4836-8193-b531d8f477f7,2023-08-07 15:51:18,2023-08-07 16:21:19,web
1110,733,comment,804,2022-08-02 02:33:11,tablet,Brazil,19,855,c8c2ab23-e61c-479c-b601-c6714e5c86a9,2022-08-02 02:33:11,2022-08-02 03:31:53,web
1111,10,comment,329,2023-03-28 04:00:01,desktop,Brazil,41,2321,25a8b5a7-3ba5-42cb-be41-0b16b63b2630,2023-03-28 04:00:01,2023-03-28 04:43:05,web
1112,367,bookmark,58,2023-04-19 01:25:45,desktop,India,41,1159,58e46374-683c-4b45-9074-e2324b29d072,2023-04-19 01:25:45,2023-04-19 01:47:17,web
1113,775,bookmark,613,2023-08-19 19:41:37,tablet,Brazil,28,2512,1ea7ca0f-53df-401d-8201-5a2409c8ec4f,2023-08-19 19:41:37,2023-08-19 20:06:23,web
1114,11,bookmark,265,2022-09-03 17:07:42,desktop,India,41,1108,638c1cff-7c60-4a49-8c7c-33dd5839a4ec,2022-09-03 17:07:42,2022-09-03 17:50:34,web
1115,547,like,386,2023-11-19 12:32:01,desktop,Brazil,17,3037,27281da0-7a2f-4d00-ac0a-2c56e137ff7f,2023-11-19 12:32:01,2023-11-19 13:21:27,web
1116,507,share,329,2023-02-23 08:24:49,mobile,Brazil,29,3385,96891a5f-5d51-4446-9086-dbded1517c78,2023-02-23 08:24:49,2023-02-23 08:49:19,web
1117,838,bookmark,260,2023-05-10 05:39:20,desktop,UK,44,3371,9f3aab9f-b3f8-4adb-83ed-c08116da250d,2023-05-10 05:39:20,2023-05-10 06:31:00,web
1118,20,bookmark,61,2024-01-29 01:29:58,mobile,Germany,45,3267,5d78ebf5-8cd9-49b6-bbc8-dd555edf2ff8,2024-01-29 01:29:58,2024-01-29 02:08:05,web
1119,489,share,543,2023-09-24 17:56:51,mobile,US,1,445,24e70963-df20-4525-8220-4bcb41755623,2023-09-24 17:56:51,2023-09-24 18:26:56,web
1120,978,share,27,2022-07-25 12:24:29,desktop,Germany,15,3097,4dbbcfd4-b061-40fb-b687-997dba7cc394,2022-07-25 12:24:29,2022-07-25 12:35:57,web
1121,341,bookmark,707,2022-12-31 23:33:52,desktop,UK,22,1126,d5d7097c-b3c9-44b5-b140-1d61ef1c95cb,2022-12-31 23:33:52,2023-01-01 00:29:22,web
1122,523,bookmark,18,2023-07-21 00:46:11,tablet,India,14,1672,3a2bc1a5-226b-4473-8f2d-d20ce8171e8b,2023-07-21 00:46:11,2023-07-21 01:01:11,web
1123,676,comment,168,2023-07-27 04:42:29,mobile,Germany,31,3343,a0edc334-05f6-4d6e-930e-af74f9a1a9eb,2023-07-27 04:42:29,2023-07-27 05:24:45,web
1124,638,share,416,2023-12-12 02:55:33,desktop,India,48,2658,91c9a5b5-477c-4e1a-936d-69e7a0b5aa77,2023-12-12 02:55:33,2023-12-12 03:42:45,web
1125,283,share,45,2023-07-05 09:54:08,mobile,Germany,46,1905,58173d19-59dc-4afc-ae9d-e79294d5cfb0,2023-07-05 09:54:08,2023-07-05 10:31:08,web
1126,957,share,646,2023-07-05 08:08:33,mobile,Germany,45,758,065b4559-ed44-4149-8849-446752507e41,2023-07-05 08:08:33,2023-07-05 08:32:34,web
1127,72,comment,758,2023-03-02 00:08:18,mobile,US,40,1862,78a69a2b-5d1f-43c2-95ac-058821a7f0d2,2023-03-02 00:08:18,2023-03-02 01:02:04,web
1128,764,like,299,2023-03-22 09:29:52,mobile,Brazil,24,3421,c8ce7032-51b1-453c-89d6-3016328b3ac4,2023-03-22 09:29:52,2023-03-22 10:08:23,web
1129,625,comment,694,2023-11-07 19:28:16,tablet,India,48,2617,18e5fac6-e5ee-4da3-b4c8-5d7c64fed245,2023-11-07 19:28:16,2023-11-07 20:18:29,web
1130,672,share,509,2023-05-06 11:01:12,desktop,UK,6,438,b1532d3e-c266-4026-9c7d-404e52c4db5f,2023-05-06 11:01:12,2023-05-06 11:02:57,web
1131,957,share,67,2023-10-05 22:31:47,mobile,Germany,33,78,b5aa093d-b938-4283-884b-a46fe0cfd90b,2023-10-05 22:31:47,2023-10-05 23:29:14,web
1132,543,bookmark,644,2023-03-15 04:49:16,tablet,UK,22,666,6bb628c7-c08f-4124-8235-efac5022a828,2023-03-15 04:49:16,2023-03-15 05:03:34,web
1133,411,share,812,2022-07-10 11:47:24,tablet,US,17,1199,88fed8d5-2042-40ea-a597-35ab8be9a99e,2022-07-10 11:47:24,2022-07-10 11:54:33,web
1134,192,like,813,2023-04-19 02:36:47,tablet,UK,46,2215,e528f49f-f76a-4e5d-bfea-bb78a1038ca6,2023-04-19 02:36:47,2023-04-19 03:08:44,web
1135,480,bookmark,722,2023-06-03 09:06:14,desktop,UK,32,1420,bc58be65-d1a7-4755-8ace-5a536c2a61cc,2023-06-03 09:06:14,2023-06-03 09:31:44,web
1136,953,comment,686,2022-09-08 13:17:09,tablet,India,1,547,ccbf5bd3-ebb8-44cb-b6c9-4eed2cbdff41,2022-09-08 13:17:09,2022-09-08 13:19:44,web
1137,49,bookmark,202,2023-03-29 01:33:50,tablet,US,27,3065,664ca75d-714d-469a-a039-10626935b773,2023-03-29 01:33:50,2023-03-29 02:21:38,web
1138,71,like,766,2022-06-15 11:32:06,tablet,Germany,43,3410,f4af5740-fa99-4285-85f0-a231774d8a3c,2022-06-15 11:32:06,2022-06-15 12:05:46,web
1139,946,like,167,2022-10-21 07:00:19,desktop,UK,41,3352,7d4ebebb-07d3-481f-82a1-d1ecaf3b3eb3,2022-10-21 07:00:19,2022-10-21 07:30:36,web
1140,214,like,530,2022-11-11 02:05:23,desktop,US,5,2315,05ceda11-ab73-454f-8e3d-f9d5022b68cf,2022-11-11 02:05:23,2022-11-11 02:38:39,web
1141,107,comment,452,2023-03-27 17:46:08,mobile,India,50,1433,520eca22-5f5f-4a35-a550-41ba26fec948,2023-03-27 17:46:08,2023-03-27 18:44:25,web
1142,209,share,817,2022-08-20 05:44:08,desktop,Brazil,30,3081,9c1ce0f3-a7aa-404e-9f9e-a0333ac69809,2022-08-20 05:44:08,2022-08-20 05:57:30,web
1143,956,share,205,2022-10-28 01:16:28,mobile,US,13,2043,79aaac9d-b283-4af0-8b8e-a46b0f19e692,2022-10-28 01:16:28,2022-10-28 02:00:48,web
1144,16,bookmark,36,2022-10-10 16:33:18,tablet,India,26,81,ecafafbd-2210-416b-b81c-e2609e76a4d2,2022-10-10 16:33:18,2022-10-10 16:56:40,web
1145,766,comment,300,2023-06-15 04:15:10,desktop,UK,39,989,eb1a78a1-c664-4fdb-8ef7-883f1f7b1596,2023-06-15 04:15:10,2023-06-15 04:55:31,web
1146,830,share,505,2023-06-29 19:18:06,desktop,UK,1,2753,1faef73f-b237-43e7-9634-e18fd7e8bf47,2023-06-29 19:18:06,2023-06-29 19:27:24,web
1147,36,share,426,2022-10-05 07:38:06,mobile,US,40,356,cceac36b-734e-4bda-b85a-b7e9e68c28cc,2022-10-05 07:38:06,2022-10-05 07:45:42,web
1148,948,share,597,2022-06-12 11:39:26,mobile,India,16,2696,65d22f81-6a60-46a8-93dd-6d4645fb93dd,2022-06-12 11:39:26,2022-06-12 12:27:31,web
1149,374,comment,291,2023-12-15 23:09:04,tablet,UK,7,1094,42218a33-d79d-4536-a667-6d319f330d01,2023-12-15 23:09:04,2023-12-16 00:03:38,web
1150,607,share,280,2023-02-19 16:55:18,mobile,US,41,1626,6f7dd47b-d23f-408e-9dab-1ba67c1300ca,2023-02-19 16:55:18,2023-02-19 17:20:58,web
1151,572,bookmark,853,2023-03-10 07:45:07,desktop,India,17,3215,8897019a-58a9-4d94-885d-daf774d51fcb,2023-03-10 07:45:07,2023-03-10 08:43:53,web
1152,27,like,232,2022-09-27 06:43:14,desktop,UK,20,3437,d36107c0-f475-4bdf-8c4a-427f364d8290,2022-09-27 06:43:14,2022-09-27 07:01:56,web
1153,940,comment,134,2022-11-09 04:13:30,desktop,US,30,1246,6d72e9c0-aa3b-4466-9191-46b4441e0724,2022-11-09 04:13:30,2022-11-09 04:32:44,web
1154,104,comment,826,2022-08-26 21:04:08,desktop,Germany,40,722,07f01326-627e-4959-a56b-35db4ab47228,2022-08-26 21:04:08,2022-08-26 21:15:20,web
1155,613,comment,205,2023-02-20 19:42:22,tablet,UK,19,3508,3cbd1790-c863-4b61-a7ce-c414749a34fd,2023-02-20 19:42:22,2023-02-20 20:06:59,web
1156,964,comment,69,2022-08-08 10:52:16,mobile,India,32,841,73a6a84f-c1c3-4bd6-a4cf-68fd1ceca5ad,2022-08-08 10:52:16,2022-08-08 10:59:00,web
1157,578,like,832,2023-02-16 09:05:17,tablet,US,9,748,7627595b-2f59-4cb8-b041-8be1b60648b3,2023-02-16 09:05:17,2023-02-16 09:30:02,web
1158,627,comment,681,2023-03-02 00:06:34,desktop,Brazil,2,587,93be433d-fab7-479f-b0df-b6a292ced29a,2023-03-02 00:06:34,2023-03-02 00:15:45,web
1159,190,bookmark,453,2023-01-13 10:35:49,desktop,UK,19,401,a7896b63-2d32-4521-a9b1-0c5bf3e7339d,2023-01-13 10:35:49,2023-01-13 10:59:12,web
1160,433,share,482,2024-01-21 02:15:56,tablet,US,45,499,445b2ab8-cf82-4d7e-a78a-fdbc584c444c,2024-01-21 02:15:56,2024-01-21 02:25:37,web
1161,139,share,718,2022-06-26 10:34:17,mobile,UK,46,448,91b816ee-ee6c-4c46-a3bf-c969abf7aa66,2022-06-26 10:34:17,2022-06-26 11:25:08,web
1162,11,comment,806,2022-08-22 14:14:33,tablet,UK,organic,2927,b5707088-e050-4a9b-9df2-889cafcc75d2,2022-08-22 14:14:33,2022-08-22 14:51:51,web
1163,890,share,186,2022-07-13 08:23:36,mobile,Germany,2,1096,e9bd84cc-aca0-4b8f-856c-88668fdfcd3a,2022-07-13 08:23:36,2022-07-13 08:39:47,web
1164,189,share,536,2023-05-29 17:06:38,desktop,US,3,2640,356503b6-3df6-4635-9c0c-ad3e3462b456,2023-05-29 17:06:38,2023-05-29 17:53:38,web
1165,373,comment,493,2023-10-05 12:00:14,mobile,UK,31,2422,8fb3f87b-20f4-445a-b180-25ccfe51e770,2023-10-05 12:00:14,2023-10-05 12:09:04,web
1166,160,share,717,2023-09-28 00:37:40,tablet,UK,7,1880,a438dbdb-0638-4d3a-b1c1-77809595af77,2023-09-28 00:37:40,2023-09-28 00:58:07,web
1167,470,bookmark,551,2023-05-19 02:33:21,desktop,Brazil,43,703,80b97e3b-407e-4942-b089-f76b5d2c11da,2023-05-19 02:33:21,2023-05-19 03:14:09,web
1168,628,share,163,2022-07-18 05:47:48,desktop,UK,12,2156,beb45693-fd50-49b0-860c-120d2bd3b6ef,2022-07-18 05:47:48,2022-07-18 06:18:42,web
1169,767,like,189,2023-11-21 03:58:33,desktop,Brazil,35,3304,140defab-a1b7-4e12-bf5f-08ab05f1a591,2023-11-21 03:58:33,2023-11-21 04:01:04,web
1170,346,comment,602,2023-09-11 03:03:28,tablet,India,15,2525,db5135f4-2238-472d-8169-d54f8be93a37,2023-09-11 03:03:28,2023-09-11 03:13:11,web
1171,854,like,221,2024-01-23 19:21:42,tablet,Germany,14,2510,dd38a691-80ef-4b75-a8aa-f3a7bb45ef18,2024-01-23 19:21:42,2024-01-23 20:16:43,web
1172,175,share,602,2024-01-12 11:37:00,desktop,Germany,organic,3579,daa1fa38-b3bc-466c-9096-ccd78643d37b,2024-01-12 11:37:00,2024-01-12 11:54:17,web
1173,95,comment,439,2023-03-07 15:45:10,tablet,UK,38,1303,64db1320-2c1b-4b53-823e-65a868d73280,2023-03-07 15:45:10,2023-03-07 15:47:33,web
1174,885,bookmark,214,2023-06-22 13:54:43,tablet,Brazil,39,1830,57cd9103-0edc-4018-8a70-8a88bba9199b,2023-06-22 13:54:43,2023-06-22 14:09:19,web
1175,904,bookmark,23,2022-12-10 13:03:43,tablet,India,19,3385,340d89a7-4a13-444d-a98c-3f215f8963f3,2022-12-10 13:03:43,2022-12-10 13:28:06,web
1176,518,comment,267,2023-10-02 23:41:56,mobile,Germany,14,2571,1bb824e8-3ae9-41e5-91bd-e79e9e1be610,2023-10-02 23:41:56,2023-10-03 00:27:58,web
1177,739,bookmark,851,2023-07-27 14:35:18,desktop,India,15,1501,799aa8af-f156-4074-a207-d40c04bf9eb7,2023-07-27 14:35:18,2023-07-27 14:48:49,web
1178,215,comment,572,2023-10-31 20:16:01,mobile,Brazil,49,519,fd5e3910-86c2-42db-ad10-018704b14058,2023-10-31 20:16:01,2023-10-31 20:51:43,web
1179,409,share,742,2023-07-26 19:13:07,tablet,UK,3,3049,7f14e4a6-6941-45a6-abbd-ced42c7c5aaf,2023-07-26 19:13:07,2023-07-26 19:29:44,web
1180,285,like,540,2023-08-28 01:12:43,mobile,Brazil,37,502,c470ad7a-8bf0-4ccc-9543-249848fbf61e,2023-08-28 01:12:43,2023-08-28 01:45:54,web
1181,825,comment,51,2022-08-19 06:49:18,mobile,UK,46,563,97f5e098-0191-466c-af81-264ed67cfc52,2022-08-19 06:49:18,2022-08-19 07:01:46,web
1182,889,like,588,2022-06-13 04:23:30,tablet,India,49,3071,a1cec0ef-b1e6-4ade-baa2-01f21f02b268,2022-06-13 04:23:30,2022-06-13 04:30:41,web
1183,500,like,161,2024-01-25 13:35:50,tablet,India,11,2057,ca9540bd-762a-47ce-b52c-66f88c46dce3,2024-01-25 13:35:50,2024-01-25 13:48:42,web
1184,768,bookmark,449,2022-12-17 00:25:18,desktop,Germany,16,140,f834422a-e341-4459-b374-d80eb95fca1d,2022-12-17 00:25:18,2022-12-17 00:50:47,web
1185,607,like,497,2023-12-05 08:03:46,mobile,UK,41,3154,990c2edb-a1bd-4761-a028-a4fc0b4c2040,2023-12-05 08:03:46,2023-12-05 08:49:12,web
1186,55,like,578,2022-10-14 06:31:09,tablet,Brazil,9,3585,74c37a2c-c664-4637-9b2d-a6f97fb7d318,2022-10-14 06:31:09,2022-10-14 06:55:13,web
1187,871,comment,64,2024-01-27 20:45:25,tablet,US,42,2234,350a6b8e-3920-4873-a03c-0f76e366a301,2024-01-27 20:45:25,2024-01-27 21:16:53,web
1188,390,comment,473,2023-12-09 16:28:19,mobile,India,21,149,23a0e085-c257-460c-b22d-feba3022ad28,2023-12-09 16:28:19,2023-12-09 16:46:21,web
1189,268,bookmark,603,2023-10-03 07:54:49,mobile,India,43,2172,7186029b-1f78-4692-b161-b751a5b84f24,2023-10-03 07:54:49,2023-10-03 08:04:52,web
1190,316,bookmark,603,2022-06-17 08:26:14,mobile,US,14,932,ffb2dd02-7aa9-468a-bdce-a599e3c26987,2022-06-17 08:26:14,2022-06-17 08:40:58,web
1191,347,share,373,2023-03-16 14:03:36,tablet,India,46,2429,88cda143-ef0e-4ae5-82e7-920842de1502,2023-03-16 14:03:36,2023-03-16 14:32:37,web
1192,580,share,596,2022-11-04 19:23:17,mobile,Germany,36,491,d896608f-c2d8-444a-ae14-0f6fb950a017,2022-11-04 19:23:17,2022-11-04 19:25:18,web
1193,785,bookmark,327,2022-10-24 20:12:51,desktop,Brazil,16,1980,1934891f-1c0f-4994-ab0d-7aa8aa63107e,2022-10-24 20:12:51,2022-10-24 20:47:58,web
1194,595,share,215,2022-06-25 08:41:10,mobile,Germany,5,3381,886316cb-9721-4467-90b2-6d7dc030a603,2022-06-25 08:41:10,2022-06-25 09:40:36,web
1195,560,comment,222,2023-08-02 19:33:32,desktop,US,20,2907,0098d645-b246-4f33-ba7e-bc068381b65a,2023-08-02 19:33:32,2023-08-02 20:10:13,web
1196,384,comment,539,2023-05-17 01:27:33,desktop,Germany,46,254,5387f990-df1b-4802-88cc-4008b4dca986,2023-05-17 01:27:33,2023-05-17 01:35:51,web
1197,474,bookmark,230,2023-12-21 17:34:35,desktop,Germany,26,325,6b25d6ff-e87d-40f6-9909-9bb96b010f4d,2023-12-21 17:34:35,2023-12-21 17:58:12,web
1198,356,comment,694,2023-10-31 15:53:20,desktop,Germany,46,2275,c9746295-ea46-423b-972c-b70a0b02a24b,2023-10-31 15:53:20,2023-10-31 15:59:01,web
1199,574,comment,101,2022-07-06 19:16:25,mobile,Germany,37,3328,7e6ec744-0676-4339-9d02-eca301a37450,2022-07-06 19:16:25,2022-07-06 20:15:50,web
1200,661,bookmark,768,2024-02-08 13:44:21,tablet,India,17,538,2f208926-21cf-432d-a59f-55cbbc4db619,2024-02-08 13:44:21,2024-02-08 14:15:44,web
1201,708,bookmark,283,2022-06-11 22:12:27,mobile,India,29,90,defd05ef-b276-44a7-9d18-1ad1f53cf917,2022-06-11 22:12:27,2022-06-11 22:37:31,web
1202,84,like,421,2023-06-28 08:47:07,tablet,US,23,711,dc5f40a1-f5e0-4a82-a76b-6cf76e448224,2023-06-28 08:47:07,2023-06-28 09:06:45,web
1203,117,share,588,2023-04-06 04:51:37,mobile,India,7,3550,adda9462-4e0d-4ee1-b053-58a17081b13a,2023-04-06 04:51:37,2023-04-06 05:22:37,web
1204,673,share,86,2023-08-04 14:45:54,mobile,UK,46,861,b55c7e1f-1a1c-497f-adaa-8cd5449df631,2023-08-04 14:45:54,2023-08-04 14:51:41,web
1205,571,share,282,2023-12-07 07:17:56,desktop,UK,23,431,e7bab347-418e-4170-9638-172ac62d6bcd,2023-12-07 07:17:56,2023-12-07 08:10:15,web
1206,691,comment,431,2023-08-07 14:56:46,mobile,India,15,981,bcf7ead7-ce33-4c5c-bb0b-8b3580d451b5,2023-08-07 14:56:46,2023-08-07 15:18:04,web
1207,515,like,111,2023-11-01 22:06:27,tablet,UK,1,80,0cb1156f-33c9-4298-b413-146a26b06472,2023-11-01 22:06:27,2023-11-01 22:48:25,web
1208,479,bookmark,551,2023-03-30 00:51:36,desktop,UK,13,2286,79b9b83f-013e-4197-8622-47ee97a2b6f1,2023-03-30 00:51:36,2023-03-30 01:16:11,web
1209,913,share,609,2022-09-19 01:56:14,desktop,UK,6,629,5276d99b-9845-4998-9f1e-33961814ac1c,2022-09-19 01:56:14,2022-09-19 02:42:25,web
1210,946,bookmark,186,2023-01-13 09:00:48,mobile,Germany,39,1613,eabc15d0-80eb-4485-9aca-b51f1a33d669,2023-01-13 09:00:48,2023-01-13 09:02:10,web
1211,571,bookmark,859,2024-02-15 08:42:29,desktop,US,25,3059,0b84b4c3-7854-4ccd-8487-ac2b529e11b6,2024-02-15 08:42:29,2024-02-15 09:14:22,web
1212,692,comment,236,2022-10-11 22:27:21,desktop,Brazil,10,2188,c2c37e6b-770f-438d-8334-c7ac8e5ca7c8,2022-10-11 22:27:21,2022-10-11 22:51:57,web
1213,125,bookmark,509,2022-09-19 03:38:41,desktop,US,39,1596,364982b8-3dbf-42be-a89e-d939dfd46a0f,2022-09-19 03:38:41,2022-09-19 03:46:13,web
1214,588,like,831,2023-07-25 09:45:57,tablet,Brazil,47,1710,a334dd0d-3cb0-4ce3-a9bd-5bf0ed060c0b,2023-07-25 09:45:57,2023-07-25 10:30:26,web
1215,544,bookmark,295,2024-01-03 08:33:41,desktop,India,39,1331,d35a77c8-78cd-436d-ba09-40bc6a54f54c,2024-01-03 08:33:41,2024-01-03 08:54:57,web
1216,415,share,192,2023-01-10 03:26:37,tablet,US,15,2359,002e5133-e94d-4cf0-8b95-a8ab0082cfa6,2023-01-10 03:26:37,2023-01-10 04:00:33,web
1217,733,like,361,2023-06-12 18:25:48,desktop,Germany,44,2154,2bfba9ef-1c1e-48a3-bc6b-ab80d985732b,2023-06-12 18:25:48,2023-06-12 18:49:42,web
1218,575,comment,195,2022-12-07 21:07:05,tablet,UK,27,121,a6045165-1242-4910-b218-7c8e2435431a,2022-12-07 21:07:05,2022-12-07 21:38:22,web
1219,909,comment,789,2023-06-26 01:03:18,mobile,Germany,9,1475,c5e7edbf-01bc-4b7a-904d-273acdc44867,2023-06-26 01:03:18,2023-06-26 01:21:59,web
1220,627,share,885,2023-01-29 22:52:49,mobile,US,35,862,6b1665c3-e767-45e1-a8c0-c54f82df8fb0,2023-01-29 22:52:49,2023-01-29 23:42:12,web
1221,373,like,648,2023-01-31 15:39:35,tablet,US,13,3335,d8310c9a-4449-479a-b3dd-7d71d7fd84fe,2023-01-31 15:39:35,2023-01-31 15:45:11,web
1222,958,comment,71,2023-01-13 05:40:28,desktop,Brazil,43,921,797fde25-0e23-41f2-afdf-b5f2851f6f1c,2023-01-13 05:40:28,2023-01-13 05:50:59,web
1223,586,bookmark,184,2023-01-29 07:18:21,desktop,UK,32,572,62485b27-b28f-4d80-8d80-8bcef9d9fbfc,2023-01-29 07:18:21,2023-01-29 08:15:49,web
1224,149,comment,61,2022-06-18 06:17:44,mobile,Brazil,43,1109,8597b5c1-2323-49ed-aadc-41caf6363928,2022-06-18 06:17:44,2022-06-18 06:49:55,web
1225,994,like,163,2023-01-13 20:17:54,desktop,US,12,161,de404a18-d2e8-4a41-8ef0-54689cbab891,2023-01-13 20:17:54,2023-01-13 20:52:40,web
1226,91,bookmark,312,2023-03-16 04:59:04,desktop,UK,7,2730,948765e5-b664-4acf-a804-8861c6e647ed,2023-03-16 04:59:04,2023-03-16 05:01:17,web
1227,249,comment,291,2023-10-22 15:50:05,tablet,India,38,3523,12997807-7b75-4877-9ae1-9914d2705dd0,2023-10-22 15:50:05,2023-10-22 16:37:35,web
1228,227,like,297,2022-12-05 01:01:18,desktop,UK,8,75,afc7a205-f6d1-4e63-a81e-46c62c65f7ce,2022-12-05 01:01:18,2022-12-05 01:42:40,web
1229,8,like,766,2023-11-16 21:43:30,tablet,Brazil,2,3191,2867c378-9c3a-4b01-9044-91b59d1546ef,2023-11-16 21:43:30,2023-11-16 22:31:39,web
1230,184,share,889,2023-03-30 11:26:29,mobile,UK,39,1932,e790b864-07bf-4063-b88c-fcb761f4dba6,2023-03-30 11:26:29,2023-03-30 11:54:12,web
1231,490,like,641,2023-02-18 10:17:40,desktop,Germany,4,3439,0f02926e-3617-4e98-9e5b-dd8a387ca7db,2023-02-18 10:17:40,2023-02-18 10:44:02,web
1232,258,comment,661,2023-01-27 16:41:13,tablet,US,18,3062,023670c3-c0b2-40a3-84e3-ab553927e236,2023-01-27 16:41:13,2023-01-27 17:38:33,web
1233,87,like,63,2023-05-30 05:43:22,mobile,India,22,551,786cf2be-a02d-4364-8885-0e0a59da2600,2023-05-30 05:43:22,2023-05-30 05:56:38,web
1234,143,bookmark,437,2023-02-27 07:41:32,tablet,Brazil,46,1800,f77ca055-3354-4221-bf91-06e1717b0d20,2023-02-27 07:41:32,2023-02-27 08:06:43,web
1235,970,share,252,2022-09-29 05:08:09,mobile,Brazil,45,2970,ba219b1e-8391-4774-a9f4-1a79c05dd55b,2022-09-29 05:08:09,2022-09-29 05:37:55,web
1236,110,like,147,2023-08-16 13:52:25,desktop,UK,17,881,79267122-8884-43fc-ae25-92497341ad52,2023-08-16 13:52:25,2023-08-16 14:21:08,web
1237,746,like,344,2023-04-25 04:12:13,desktop,India,13,3077,8b8b2550-4a1e-47fd-b4a5-155c6838eaa4,2023-04-25 04:12:13,2023-04-25 04:20:25,web
1238,674,like,691,2023-01-13 18:19:36,tablet,UK,15,378,25950913-ebf8-4a3d-bd65-b51857aca632,2023-01-13 18:19:36,2023-01-13 18:44:28,web
1239,582,like,567,2022-09-01 22:29:17,desktop,UK,45,3187,fb0f6a5c-a90c-405a-8fef-be1027e2647f,2022-09-01 22:29:17,2022-09-01 22:31:25,web
1240,614,comment,721,2023-07-22 14:58:03,mobile,UK,10,246,4d326c16-7850-413c-b40b-d9626d2cc21d,2023-07-22 14:58:03,2023-07-22 15:49:51,web
1241,328,comment,449,2024-02-02 22:07:17,tablet,India,43,2496,9ca1563d-ce83-4b57-b414-77bc99973d9a,2024-02-02 22:07:17,2024-02-02 23:05:42,web
1242,556,share,710,2022-06-27 15:50:50,desktop,India,27,3100,9e2695c1-b647-45a8-8482-a7bbb3fb9dfc,2022-06-27 15:50:50,2022-06-27 16:39:03,web
1243,517,like,797,2022-07-27 03:30:34,mobile,UK,34,630,fc788a56-b5cd-4161-a0a6-ce5299f6da35,2022-07-27 03:30:34,2022-07-27 04:17:42,web
1244,431,share,35,2022-09-25 03:38:46,tablet,UK,41,3136,1122ae4f-9d44-41c0-8eac-dc0e9f309e6f,2022-09-25 03:38:46,2022-09-25 04:38:35,web
1245,936,bookmark,546,2023-02-21 04:50:33,desktop,India,8,2477,45660433-e0b7-48c0-989b-a1b79a68f8c2,2023-02-21 04:50:33,2023-02-21 05:29:35,web
1246,88,like,633,2022-06-17 11:04:21,tablet,UK,29,232,7f91fcf6-e190-470d-91ec-2c7e9f4494f4,2022-06-17 11:04:21,2022-06-17 11:45:18,web
1247,732,bookmark,288,2023-06-28 16:19:03,desktop,Germany,10,191,41cefdc4-dd64-4dbe-afb1-52468cd0867c,2023-06-28 16:19:03,2023-06-28 16:34:41,web
1248,655,bookmark,736,2023-04-18 02:21:47,tablet,Brazil,17,1559,43324cbb-7811-435b-8f69-04f3cd9464b8,2023-04-18 02:21:47,2023-04-18 02:38:34,web
1249,531,share,74,2023-10-09 10:38:59,desktop,Germany,23,781,2a80216c-8c30-4c5f-8de3-c32250b9e8f1,2023-10-09 10:38:59,2023-10-09 10:43:07,web
1250,215,bookmark,483,2023-03-17 17:46:24,desktop,India,3,826,2dcc622d-a5f3-4483-b382-a6af2450f28f,2023-03-17 17:46:24,2023-03-17 18:33:32,web
1251,639,share,539,2023-12-11 21:02:01,tablet,India,7,221,c753559d-7261-4a80-aa51-1ef9fe3dc410,2023-12-11 21:02:01,2023-12-11 21:30:16,web
1252,679,comment,585,2023-04-01 23:22:17,desktop,UK,27,3507,98eb8bda-27a7-4650-a613-530329269167,2023-04-01 23:22:17,2023-04-02 00:10:51,web
